step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
136,CASH_OUT,325942.08,C1625304321,288.0,0.0,C434242252,6283624.07,6609566.15,0,0
640,CASH_OUT,147787.87,C1605194432,0.0,0.0,C1036046663,3726437.43,3874225.3,0,0
15,TRANSFER,70799.57,C1783995180,0.0,0.0,C2038673645,432537.0,6300.25,0,0
186,PAYMENT,24629.07,C1123506908,179970.0,155340.93,M234724182,0.0,0.0,0,0
306,PAYMENT,15553.61,C209591143,0.0,0.0,M899725355,0.0,0.0,0,0
238,PAYMENT,7109.52,C1935042839,0.0,0.0,M251512989,0.0,0.0,0,0
180,CASH_OUT,68900.77,C492391266,23197.24,0.0,C1673423999,419536.91,488437.68,0,0
373,TRANSFER,718455.15,C285470189,201352.0,0.0,C919618414,1279994.24,1998449.39,0,0
211,TRANSFER,774538.77,C822096269,0.0,0.0,C1516287270,1002399.41,1776938.18,0,0
163,CASH_OUT,179233.09,C2063838997,655.0,0.0,C1841866242,9723597.36,9902830.45,0,0
395,CASH_IN,146999.4,C1155701712,7098991.86,7245991.26,C2119285300,9683029.85,9536030.44,0,0
305,PAYMENT,1867.48,C102918659,0.0,0.0,M345297513,0.0,0.0,0,0
213,CASH_OUT,25864.26,C1796826512,60737.0,34872.74,C63149972,1677044.83,1702909.09,0,0
301,CASH_IN,159906.44,C72139187,49504.0,209410.44,C91974096,2226574.83,2066668.39,0,0
522,PAYMENT,3517.78,C1590060998,61416.0,57898.22,M427265812,0.0,0.0,0,0
209,CASH_IN,207568.05,C1579757250,112404.3,319972.34,C112869689,446221.24,238653.19,0,0
400,PAYMENT,23990.52,C1206523666,35476.0,11485.48,M23873195,0.0,0.0,0,0
690,TRANSFER,318833.91,C1384057799,0.0,0.0,C482353228,1574465.08,1893299.0,0,0
328,PAYMENT,14338.63,C1149927975,87870.09,73531.46,M933517085,0.0,0.0,0,0
280,CASH_OUT,128723.56,C1978986162,203724.0,75000.44,C1887102164,191503.87,320227.43,0,0
14,CASH_IN,179824.28,C106248900,423.0,180247.28,C401814867,1306388.69,1126564.41,0,0
44,CASH_OUT,152702.49,C154966901,0.0,0.0,C958478193,2014392.07,2167094.56,0,0
184,PAYMENT,12157.52,C108683118,0.0,0.0,M1099315971,0.0,0.0,0,0
256,CASH_OUT,178873.02,C430884039,0.0,0.0,C714561722,402808.39,581681.41,0,0
249,CASH_IN,34334.06,C1513130056,0.0,34334.06,C2078335124,2107570.91,2073236.84,0,0
41,CASH_IN,259239.19,C1541394484,901994.14,1161233.33,C890193223,876330.19,617091.0,0,0
187,CASH_OUT,106231.52,C1870108351,0.0,0.0,C1324800802,621619.92,727851.44,0,0
12,CASH_OUT,526286.72,C486340139,73468.0,0.0,C22533055,11075444.1,11484952.08,0,0
235,PAYMENT,13117.33,C957249336,278079.23,264961.9,M458508238,0.0,0.0,0,0
375,CASH_IN,325992.97,C575876038,4683143.75,5009136.72,C180651021,2703787.74,2377794.77,0,0
189,PAYMENT,7885.03,C1445611836,30954.0,23068.97,M715158484,0.0,0.0,0,0
159,TRANSFER,558833.49,C554768129,0.0,0.0,C22175789,691854.6,1250688.09,0,0
284,CASH_OUT,55082.01,C1409228680,0.0,0.0,C691566000,341196.63,396278.65,0,0
380,PAYMENT,6292.67,C940671744,57367.32,51074.65,M241077622,0.0,0.0,0,0
259,CASH_OUT,144662.32,C1330006259,3427.0,0.0,C1242081997,0.0,144662.32,0,0
157,PAYMENT,45051.97,C578981303,0.0,0.0,M122955691,0.0,0.0,0,0
181,CASH_OUT,46168.93,C933813648,0.0,0.0,C887279515,146198.39,192367.33,0,0
231,CASH_OUT,38093.21,C286309541,30761.0,0.0,C1556044980,0.0,38093.21,0,0
348,CASH_OUT,366240.75,C194808892,389.0,0.0,C940915777,115461.15,481701.89,0,0
40,CASH_OUT,164471.49,C1397389393,81.0,0.0,C71566666,180169.91,344641.4,0,0
250,PAYMENT,25099.09,C1262478039,4026.0,0.0,M840988065,0.0,0.0,0,0
156,CASH_IN,24008.44,C2036332310,76761.0,100769.44,C1790468334,92328.35,68319.91,0,0
396,CASH_OUT,139171.24,C1999558226,709854.0,570682.76,C1010726383,507259.5,646430.74,0,0
210,CASH_OUT,194716.14,C4984094,22249.0,0.0,C2127657044,648404.91,843121.05,0,0
41,TRANSFER,57498.07,C2040757981,5472.0,0.0,C871616383,18829.0,0.0,0,0
251,CASH_OUT,69981.81,C463566325,0.0,0.0,C374864628,827965.03,897946.84,0,0
402,PAYMENT,20274.42,C1165040163,246560.9,226286.48,M587934789,0.0,0.0,0,0
353,TRANSFER,2432642.61,C295810012,0.0,0.0,C44527520,3085253.88,5517896.49,0,0
374,PAYMENT,11036.41,C1367837415,0.0,0.0,M1102388814,0.0,0.0,0,0
34,PAYMENT,11650.26,C1218415474,0.0,0.0,M517414875,0.0,0.0,0,0
379,CASH_IN,302605.65,C817257491,2873011.9,3175617.54,C246437365,2347968.02,2045362.38,0,0
207,CASH_OUT,277367.4,C655030824,0.0,0.0,C1475963238,638750.3,916117.69,0,0
329,CASH_IN,300593.91,C968490144,2893441.29,3194035.2,C891569425,1002298.64,701704.73,0,0
183,CASH_OUT,180740.84,C197129512,0.0,0.0,C1747944086,444706.08,625446.93,0,0
10,PAYMENT,2579.01,C1747531721,0.0,0.0,M1404124678,0.0,0.0,0,0
34,CASH_OUT,45985.56,C50299479,0.0,0.0,C691620198,261365.86,334565.12,0,0
214,TRANSFER,205527.22,C1640069,0.0,0.0,C825806210,3049530.66,3255057.88,0,0
307,CASH_OUT,125231.56,C142019014,0.0,0.0,C829109790,1413028.18,1538259.73,0,0
322,CASH_OUT,356299.81,C835292176,0.0,0.0,C929721052,535586.33,891886.15,0,0
574,PAYMENT,22560.88,C1746798248,16689.0,0.0,M867974615,0.0,0.0,0,0
226,CASH_IN,11573.59,C397318091,8201639.78,8213213.37,C1574856446,707892.33,696318.74,0,0
251,CASH_OUT,29695.38,C1209939715,0.0,0.0,C424913744,937126.25,1301487.92,0,0
308,PAYMENT,20526.18,C48596221,0.0,0.0,M2000590982,0.0,0.0,0,0
35,CASH_OUT,138517.87,C1047061362,23985.0,0.0,C1207562381,131278.1,269795.97,0,0
163,CASH_IN,262505.21,C850302040,271119.46,533624.67,C110434555,4015871.71,3753366.51,0,0
133,CASH_IN,315272.35,C1345377179,8696297.09,9011569.44,C1108635930,3229529.61,2914257.27,0,0
193,CASH_OUT,83585.58,C394628053,0.0,0.0,C160147447,361655.8,445241.38,0,0
352,PAYMENT,8154.27,C1126119863,0.0,0.0,M1913802251,0.0,0.0,0,0
41,CASH_OUT,153105.9,C1319639244,0.0,0.0,C1035781898,1091686.8,1244792.7,0,0
202,PAYMENT,9448.74,C874497119,52189.0,42740.26,M976751597,0.0,0.0,0,0
37,PAYMENT,19481.62,C546570100,0.0,0.0,M688575676,0.0,0.0,0,0
399,TRANSFER,957942.29,C1751706797,0.0,0.0,C1216715265,2321536.86,3279479.15,0,0
282,CASH_OUT,246297.08,C1021417493,600134.0,353836.92,C1285719815,9752.19,256049.27,0,0
135,PAYMENT,32008.4,C870044178,98408.11,66399.71,M318011225,0.0,0.0,0,0
347,PAYMENT,2750.72,C1895589044,0.0,0.0,M1524467448,0.0,0.0,0,0
226,CASH_IN,60105.5,C1029235175,21918758.21,21978863.71,C420813864,949998.37,466485.0,0,0
374,PAYMENT,4249.54,C901530325,248895.0,244645.46,M1551690378,0.0,0.0,0,0
279,PAYMENT,11763.72,C54675023,1902.03,0.0,M1159689167,0.0,0.0,0,0
588,CASH_OUT,271005.57,C1238544845,0.0,0.0,C1855486332,5320426.49,5591432.06,0,0
181,CASH_OUT,212816.99,C1035474638,21237.0,0.0,C363823324,0.0,212816.99,0,0
201,PAYMENT,1168.5,C833421017,92998.34,91829.84,M2073179787,0.0,0.0,0,0
260,CASH_IN,109065.95,C165603209,1859.0,110924.95,C531526822,1746600.09,1637534.14,0,0
210,CASH_OUT,149644.07,C2130105290,11641.0,0.0,C89702227,424606.0,574250.07,0,0
370,CASH_OUT,93711.17,C180232319,63464.0,0.0,C1663572827,0.0,93711.17,0,0
138,PAYMENT,37480.23,C1934662508,2066.0,0.0,M915533111,0.0,0.0,0,0
350,PAYMENT,5884.55,C1925746762,0.0,0.0,M923657657,0.0,0.0,0,0
131,PAYMENT,5066.82,C813412786,187489.94,182423.13,M1393041984,0.0,0.0,0,0
155,PAYMENT,37300.67,C952839503,296757.12,259456.45,M788841234,0.0,0.0,0,0
212,CASH_OUT,70097.77,C1247550764,21366.0,0.0,C530936615,126760.88,196858.66,0,0
382,CASH_IN,172488.85,C1732852478,980.0,173468.85,C19137400,57852.57,0.0,0,0
139,CASH_OUT,73645.96,C654321588,104700.0,31054.04,C1132421527,2082329.88,2155975.84,0,0
400,CASH_OUT,18820.24,C1861197201,39996.0,21175.76,C506850117,392096.55,410916.79,0,0
231,CASH_OUT,111414.66,C434034978,0.0,0.0,C716403042,1784647.95,1896062.61,0,0
38,CASH_OUT,104381.96,C1653585020,0.0,0.0,C515576271,1570511.03,1674892.99,0,0
159,CASH_OUT,142279.98,C249816952,17117.0,0.0,C1172031460,0.0,142279.98,0,0
132,CASH_IN,95622.54,C1483175445,21801640.76,21897263.3,C1744568759,126341.75,30719.22,0,0
203,CASH_OUT,25171.98,C337484623,0.0,0.0,C1119553068,881855.31,907027.29,0,0
589,CASH_OUT,386067.57,C1937381856,0.0,0.0,C1725605731,1667287.42,2053354.99,0,0
232,CASH_OUT,124822.84,C1348206717,1772.0,0.0,C928860617,0.0,124822.84,0,0
186,PAYMENT,844.49,C550531897,0.0,0.0,M1028424181,0.0,0.0,0,0
328,PAYMENT,7717.29,C2076177234,30906.0,23188.71,M731288625,0.0,0.0,0,0
681,PAYMENT,13243.15,C323581033,30068.0,16824.85,M1603611923,0.0,0.0,0,0
281,CASH_OUT,112210.67,C130395290,45589.0,0.0,C1500694220,1138921.49,1251132.17,0,0
8,CASH_IN,76328.35,C1577932747,4567145.23,4643473.58,C358945794,448174.8,502113.43,0,0
349,PAYMENT,26462.61,C1954430675,5576.0,0.0,M850616150,0.0,0.0,0,0
402,CASH_OUT,325173.54,C1702856419,101580.0,0.0,C1006634864,5490224.93,5815398.47,0,0
94,PAYMENT,4792.28,C856597768,0.0,0.0,M762217367,0.0,0.0,0,0
136,CASH_OUT,344853.42,C453275203,0.0,0.0,C74809168,871399.44,1620849.08,0,0
381,CASH_IN,117613.51,C979730472,3646395.94,3764009.45,C865065152,266463.23,148849.73,0,0
307,CASH_OUT,88622.07,C901953075,0.0,0.0,C614277253,95696.0,128076.8,0,0
326,CASH_OUT,149364.23,C1628150939,0.0,0.0,C1220911229,12799004.35,12948368.58,0,0
374,TRANSFER,284640.35,C1586983827,127664.56,0.0,C1080694415,780152.59,1064792.94,0,0
394,PAYMENT,25182.45,C679369804,0.0,0.0,M421070588,0.0,0.0,0,0
304,CASH_OUT,213007.93,C1578364583,75420.0,0.0,C1177854461,14725163.53,14938171.45,0,0
211,TRANSFER,216552.97,C432579891,0.0,0.0,C964446170,560493.47,505673.8,0,0
299,CASH_OUT,435747.38,C694622265,93211.0,0.0,C1844094131,0.0,435747.38,0,0
231,PAYMENT,7094.21,C1617328345,20317.0,13222.79,M547689161,0.0,0.0,0,0
254,PAYMENT,44926.74,C1192432287,15606.0,0.0,M742371772,0.0,0.0,0,0
251,CASH_OUT,334999.93,C1131061356,27.0,0.0,C791291368,234408.27,569408.2,0,0
132,CASH_OUT,383011.67,C868794892,27334.0,0.0,C1560035896,68997.0,452008.67,0,0
139,CASH_OUT,177797.77,C146413678,0.0,0.0,C1338737981,3812295.32,3990093.09,0,0
307,PAYMENT,3768.7,C1180299994,0.0,0.0,M2015065681,0.0,0.0,0,0
204,PAYMENT,3096.18,C89101397,0.0,0.0,M1203248742,0.0,0.0,0,0
406,CASH_IN,183062.67,C162977345,15856.0,198918.67,C506361408,8110.21,0.0,0,0
234,PAYMENT,21598.06,C273969728,86995.71,65397.65,M1871512653,0.0,0.0,0,0
161,CASH_IN,79907.37,C1852967911,4192773.18,4272680.55,C483841876,1966452.95,1886545.58,0,0
226,PAYMENT,7722.28,C608920677,70.0,0.0,M1761302407,0.0,0.0,0,0
349,PAYMENT,8715.55,C1523074637,278092.79,269377.24,M100554627,0.0,0.0,0,0
42,CASH_IN,59614.77,C1441646835,22612818.94,22672433.71,C428256766,462240.3,402625.53,0,0
347,PAYMENT,4069.99,C246634770,0.0,0.0,M54615574,0.0,0.0,0,0
205,CASH_OUT,132987.02,C252288531,0.0,0.0,C1641546565,1400646.82,1533633.84,0,0
22,CASH_IN,96638.32,C1557060722,2835842.32,2932480.63,C178593996,120649.09,24010.77,0,0
289,DEBIT,3406.34,C1242022461,348.0,0.0,C223612360,1955950.67,1959357.02,0,0
21,CASH_OUT,166096.96,C951297354,278.0,0.0,C1308548424,123235.74,289332.7,0,0
39,PAYMENT,863.36,C1356151457,45609.83,44746.47,M448607614,0.0,0.0,0,0
203,CASH_OUT,91991.93,C1079129202,10377.0,0.0,C416861926,232453.72,324445.65,0,0
204,CASH_OUT,99584.7,C780734695,21111.0,0.0,C1784638013,2007950.12,2107534.82,0,0
95,CASH_OUT,143772.41,C1821225900,0.0,0.0,C1239033059,2862077.62,3005850.03,0,0
279,CASH_OUT,189017.58,C1558630394,11512.0,0.0,C220657114,83413.0,272430.58,0,0
139,CASH_OUT,66348.84,C469763801,1322.0,0.0,C1125578644,1354449.26,1420798.09,0,0
306,CASH_IN,254551.74,C1524271143,19362.0,273913.74,C1093745376,3619529.21,3364977.47,0,0
376,CASH_OUT,320191.77,C2020119568,21758.0,0.0,C852299927,979854.8,1300046.58,0,0
399,CASH_IN,140139.03,C1894769930,5494170.52,5634309.55,C1805537723,3609918.88,3469779.85,0,0
236,PAYMENT,3065.55,C1496509492,0.0,0.0,M2056441749,0.0,0.0,0,0
323,CASH_OUT,231330.64,C251996440,0.0,0.0,C613852441,1561757.19,1793087.83,0,0
321,PAYMENT,10694.45,C593243689,45611.0,34916.55,M873764804,0.0,0.0,0,0
395,PAYMENT,22141.02,C679949053,43.0,0.0,M831818666,0.0,0.0,0,0
41,CASH_IN,131814.65,C726210074,6978898.57,7110713.22,C1360371610,242749.57,110934.92,0,0
210,CASH_IN,157962.08,C619516359,1928187.42,2086149.5,C1766431813,455018.36,297056.28,0,0
42,CASH_OUT,55963.2,C1284017456,10919.0,0.0,C2087603149,0.0,55963.2,0,0
204,PAYMENT,2291.39,C1597981957,151656.0,149364.61,M1392738894,0.0,0.0,0,0
137,CASH_OUT,173455.15,C1999010696,0.0,0.0,C242307199,2288955.72,2462410.87,0,0
349,CASH_OUT,299529.27,C1936341886,10900.0,0.0,C323472965,1184649.52,1484178.79,0,0
376,PAYMENT,1579.21,C1918481620,10071.0,8491.79,M1545767683,0.0,0.0,0,0
204,PAYMENT,32198.8,C1202771844,0.0,0.0,M1837916020,0.0,0.0,0,0
403,CASH_IN,59825.71,C854587279,5032012.27,5091837.98,C1200973836,1671681.3,1611855.59,0,0
178,PAYMENT,53658.39,C751339759,35315.38,0.0,M745824708,0.0,0.0,0,0
144,PAYMENT,16853.77,C247236753,41703.0,24849.23,M517956396,0.0,0.0,0,0
231,PAYMENT,4146.04,C1168891714,32333.0,28186.96,M499540624,0.0,0.0,0,0
256,PAYMENT,2120.44,C210496014,0.0,0.0,M1961662124,0.0,0.0,0,0
206,CASH_OUT,40446.82,C1918330135,46.0,0.0,C1764694553,440306.12,480752.94,0,0
16,PAYMENT,25294.79,C669622557,124196.0,98901.21,M631626471,0.0,0.0,0,0
132,CASH_IN,191374.08,C1870418037,68319.0,259693.08,C1690568347,0.0,0.0,0,0
309,PAYMENT,16667.43,C815757862,26863.0,10195.57,M548377525,0.0,0.0,0,0
426,TRANSFER,420349.27,C1250893313,0.0,0.0,C439881485,3096162.54,3516511.81,0,0
379,CASH_IN,40627.27,C875575475,70708.0,111335.27,C131532849,0.0,0.0,0,0
207,DEBIT,3925.03,C1529678651,0.0,0.0,C1311086933,238854.34,242779.36,0,0
236,CASH_OUT,211006.79,C1254945527,0.0,0.0,C116285788,1122722.82,1333729.6,0,0
379,CASH_IN,131429.82,C582191155,51357.0,182786.82,C1451306255,1486967.91,1355538.09,0,0
35,CASH_OUT,233667.17,C1032614517,266515.17,32848.0,C653079281,211185.86,444853.03,0,0
227,CASH_OUT,122588.15,C569821123,11642.0,0.0,C936557655,6185362.76,6307950.91,0,0
305,CASH_OUT,324913.08,C950999239,111.0,0.0,C990595984,525222.62,850135.7,0,0
154,PAYMENT,6193.96,C750112151,41272.0,35078.04,M1389576351,0.0,0.0,0,0
231,CASH_IN,380184.75,C1193827747,160442.21,540626.96,C1184517811,464201.05,84016.3,0,0
278,TRANSFER,1076565.11,C202696831,941.0,0.0,C1452134377,502305.1,1578870.21,0,0
45,CASH_IN,157977.54,C1101684607,7712589.6,7870567.14,C712523549,1556423.93,1398446.38,0,0
297,CASH_OUT,14390.72,C1106830635,99099.0,84708.28,C408773027,312562.23,326952.95,0,0
313,CASH_IN,199558.85,C1642015006,578274.07,777832.92,C1095227264,5801059.26,5601500.42,0,0
140,CASH_OUT,25172.29,C408296627,0.0,0.0,C537528924,922545.74,947718.03,0,0
311,CASH_OUT,70970.06,C1726085489,0.0,0.0,C629350843,478691.46,549661.52,0,0
420,CASH_OUT,19813.11,C1060105545,0.0,0.0,C1091686616,257507.44,277320.55,0,0
263,PAYMENT,2733.4,C31025491,0.0,0.0,M2024803930,0.0,0.0,0,0
40,CASH_IN,331652.66,C833846688,6702931.18,7034583.84,C1279092345,504318.58,333257.75,0,0
347,CASH_OUT,225651.23,C2044379897,0.0,0.0,C1585626617,4056287.88,4281939.11,0,0
312,CASH_IN,219372.32,C259345879,6254937.32,6474309.65,C1560988199,1359733.17,1140360.85,0,0
133,CASH_IN,125112.26,C375350341,4359038.07,4484150.33,C1889444206,176832.51,51720.25,0,0
154,PAYMENT,2205.92,C1150266144,53729.0,51523.08,M1370714880,0.0,0.0,0,0
16,TRANSFER,1051770.02,C1387744554,140.0,0.0,C12009192,117716.3,1169486.32,0,0
235,CASH_OUT,66407.71,C787360767,72891.0,6483.29,C209917221,132790.85,199198.56,0,0
186,PAYMENT,8510.01,C1553688395,0.0,0.0,M857313853,0.0,0.0,0,0
129,PAYMENT,36680.74,C1976785259,0.0,0.0,M656636391,0.0,0.0,0,0
249,CASH_IN,8874.14,C1518778213,929817.95,938692.09,C672292490,278309.0,269434.86,0,0
659,PAYMENT,1544.33,C969549382,70264.0,68719.67,M1381403288,0.0,0.0,0,0
203,PAYMENT,8993.05,C1265761399,126082.0,117088.95,M503222313,0.0,0.0,0,0
205,CASH_OUT,66782.42,C1376001952,13825.0,0.0,C1325091161,23084.82,89867.24,0,0
401,PAYMENT,12925.42,C1015169822,0.0,0.0,M916469383,0.0,0.0,0,0
212,PAYMENT,13242.19,C111060495,14480.0,1237.81,M1111272418,0.0,0.0,0,0
225,CASH_OUT,189795.66,C848383356,0.0,0.0,C250798053,3967836.3,4157631.96,0,0
236,CASH_IN,116357.82,C1989053668,2765261.41,2881619.23,C1305708356,1006728.28,1248636.19,0,0
226,PAYMENT,4334.58,C2070927231,0.0,0.0,M855891998,0.0,0.0,0,0
205,CASH_OUT,372458.92,C752817130,30868.47,0.0,C1397326429,0.0,372458.92,0,0
227,DEBIT,3129.23,C1847204069,9618.0,6488.77,C518160305,1032029.95,1035159.17,0,0
355,CASH_IN,40246.83,C1276313754,5508.0,45754.83,C344441902,0.0,0.0,0,0
254,CASH_OUT,172269.33,C650760006,19889.0,0.0,C1588869572,358970.25,531239.58,0,0
201,CASH_OUT,296441.72,C1249145660,951.0,0.0,C795386020,0.0,296441.72,0,0
373,CASH_OUT,268475.2,C705448803,0.0,0.0,C1581510918,649223.03,917698.23,0,0
162,PAYMENT,39137.65,C1863830168,31483.0,0.0,M1342744444,0.0,0.0,0,0
692,PAYMENT,7166.93,C2107011498,13629.0,6462.07,M622839717,0.0,0.0,0,0
380,PAYMENT,5392.25,C475241338,22278.0,16885.75,M1167167017,0.0,0.0,0,0
134,PAYMENT,39180.61,C1969323224,0.0,0.0,M760203580,0.0,0.0,0,0
134,CASH_IN,36533.44,C856971596,249198.0,285731.44,C502357017,3437.49,0.0,0,0
359,CASH_IN,197672.16,C2033441350,953555.65,1151227.81,C1274035430,1779480.71,1581808.55,0,0
21,CASH_IN,137358.45,C1626916912,25576.0,162934.45,C1447738509,591215.31,453856.86,0,0
41,CASH_IN,314518.95,C1355746082,18682518.43,18997037.38,C1794194687,3784360.09,3469841.14,0,0
304,CASH_OUT,216910.16,C2114191854,10258.0,0.0,C1783597227,261984.24,478894.4,0,0
254,PAYMENT,15304.31,C1886988418,0.0,0.0,M189610401,0.0,0.0,0,0
238,PAYMENT,8988.32,C1733644614,0.0,0.0,M1766076235,0.0,0.0,0,0
404,CASH_IN,148180.31,C127333767,7201369.03,7349549.33,C1607180724,246388.92,98208.62,0,0
10,PAYMENT,22228.59,C1679963452,3275.0,0.0,M1810557218,0.0,0.0,0,0
372,CASH_IN,298699.5,C168636461,24941.0,323640.5,C1853202638,41871.15,744978.51,0,0
254,CASH_IN,215559.24,C1676917934,757683.81,973243.05,C754092868,1639381.69,1423822.45,0,0
179,PAYMENT,802.27,C887130473,320925.61,320123.34,M1289475230,0.0,0.0,0,0
43,PAYMENT,6355.55,C269779856,148643.0,142287.45,M1447451225,0.0,0.0,0,0
352,PAYMENT,6075.08,C184480377,0.0,0.0,M293244858,0.0,0.0,0,0
205,CASH_OUT,138650.24,C1656053577,20919.0,0.0,C1593344891,0.0,138650.24,0,0
373,PAYMENT,2569.43,C871928480,0.0,0.0,M390590497,0.0,0.0,0,0
168,PAYMENT,1677.74,C1524073747,64734.0,63056.26,M70935848,0.0,0.0,0,0
184,CASH_IN,84278.03,C512724325,8258316.08,8342594.11,C151496820,314330.74,230052.71,0,0
403,CASH_OUT,136260.68,C1210758560,203963.0,67702.32,C899859478,0.0,136260.68,0,0
186,CASH_OUT,243777.07,C700114706,19801.0,0.0,C2126037043,0.0,243777.07,0,0
333,CASH_OUT,239827.76,C1792032519,0.0,0.0,C154169166,1154544.72,1394372.48,0,0
231,CASH_IN,3313.17,C1518982257,21428.0,24741.17,C224031747,82066.3,78753.13,0,0
210,PAYMENT,1041.67,C1227035728,0.0,0.0,M1926181178,0.0,0.0,0,0
327,PAYMENT,12664.1,C1417947747,335693.0,323028.9,M2122635303,0.0,0.0,0,0
659,CASH_OUT,73360.31,C588263339,47570.0,0.0,C353720126,284626.59,357986.9,0,0
40,CASH_IN,40567.63,C1173132310,5472481.67,5513049.3,C796021757,372810.62,332242.99,0,0
16,PAYMENT,2633.42,C1922389763,0.0,0.0,M306181593,0.0,0.0,0,0
131,PAYMENT,436.45,C913589307,19819.0,19382.55,M1255212353,0.0,0.0,0,0
164,TRANSFER,497791.54,C707032759,14505.0,0.0,C1422657770,0.0,497791.54,0,0
139,PAYMENT,11955.84,C421393431,11368.0,0.0,M3211774,0.0,0.0,0,0
159,PAYMENT,29168.32,C461923825,0.0,0.0,M1999014914,0.0,0.0,0,0
400,CASH_OUT,174442.05,C1218067653,487237.9,312795.85,C808875552,6080966.46,6255408.51,0,0
182,PAYMENT,7887.73,C1601267424,185197.31,177309.58,M2033710905,0.0,0.0,0,0
279,CASH_OUT,133695.49,C930619470,11150.0,0.0,C800455067,1801.84,135497.34,0,0
10,PAYMENT,7815.56,C1000553262,376593.35,368777.79,M1254674433,0.0,0.0,0,0
14,PAYMENT,25736.62,C1903889162,843161.42,817424.8,M1772339238,0.0,0.0,0,0
398,CASH_IN,37197.0,C319132564,663588.81,700785.8,C1099769031,470833.08,433636.09,0,0
159,CASH_IN,162477.89,C1144689557,1083340.62,1245818.5,C55305556,835817.36,673339.47,0,0
13,TRANSFER,1678155.3,C186082044,0.0,0.0,C1036331914,1693528.27,3512204.95,0,0
14,TRANSFER,250980.4,C1090353737,0.0,0.0,C1877120740,359342.94,601783.9,0,0
255,CASH_IN,283204.23,C1501007262,198314.71,481518.94,C2132605267,1358635.7,1075431.47,0,0
249,PAYMENT,4287.99,C1851858666,38128.0,33840.01,M1740684367,0.0,0.0,0,0
133,PAYMENT,30359.62,C51979529,166443.48,136083.86,M1672460295,0.0,0.0,0,0
13,CASH_OUT,98205.54,C1529557688,0.0,0.0,C24540248,683197.9,781403.44,0,0
250,TRANSFER,2465302.13,C1857147540,12053.0,0.0,C1439217855,0.0,2465302.13,0,0
207,CASH_OUT,160532.69,C890831393,96.0,0.0,C589924223,59262.75,219795.44,0,0
43,CASH_OUT,252101.12,C978998260,11042.0,0.0,C170133906,0.0,252101.12,0,0
19,CASH_OUT,46207.86,C728760049,191204.23,144996.37,C1584548055,0.0,46207.86,0,0
205,PAYMENT,8196.08,C1860170495,355113.57,346917.49,M587699226,0.0,0.0,0,0
188,CASH_IN,22624.03,C398699909,176764.0,199388.03,C1853103014,1783364.36,1760740.33,0,0
300,CASH_IN,112937.8,C704947932,22177189.99,22290127.79,C942104400,163519.8,50582.0,0,0
139,CASH_OUT,113109.53,C1050836232,0.0,0.0,C685669082,353840.27,466949.8,0,0
184,TRANSFER,125730.68,C1079973989,0.0,0.0,C1064850515,239203.11,364933.8,0,0
209,PAYMENT,9525.62,C988618440,101470.0,91944.38,M1998872504,0.0,0.0,0,0
181,TRANSFER,2941898.05,C733114386,111.0,0.0,C1424993558,0.0,2941898.05,0,0
670,CASH_OUT,37319.38,C485892026,0.0,0.0,C841121315,1402287.38,1439606.76,0,0
348,PAYMENT,9774.53,C714766846,20775.71,11001.18,M1051648840,0.0,0.0,0,0
403,CASH_IN,306776.54,C1534105686,22055823.02,22362599.56,C2085313518,390194.65,83418.11,0,0
44,CASH_OUT,208717.21,C1034085345,0.0,0.0,C1889503892,225390.16,434107.37,0,0
306,CASH_IN,100884.39,C949129777,1205777.87,1306662.26,C404880519,250986.12,150101.73,0,0
40,PAYMENT,2238.12,C479680689,170973.0,168734.88,M120724873,0.0,0.0,0,0
18,CASH_OUT,50453.57,C1842847869,26424.82,0.0,C1732817669,511181.48,632744.48,0,0
154,CASH_IN,171601.08,C1929898359,12000685.01,12172286.09,C1743891259,724900.26,553299.18,0,0
249,PAYMENT,14453.33,C994908942,0.0,0.0,M2116742356,0.0,0.0,0,0
188,CASH_OUT,63039.14,C1878035662,0.0,0.0,C127427814,755851.55,818890.68,0,0
348,CASH_IN,252034.67,C1635393840,257375.0,509409.67,C1813570002,779835.25,527800.58,0,0
164,CASH_OUT,104081.25,C304977651,45728.0,0.0,C261475407,242506.75,346588.0,0,0
299,CASH_OUT,27948.99,C671707701,31127.0,3178.01,C409856903,4010552.88,4038501.86,0,0
329,TRANSFER,2660565.21,C1143332442,66478.0,0.0,C1097387861,286563.03,2947128.24,0,0
17,CASH_IN,61600.48,C164242601,949286.28,1010886.76,C874976041,150871.0,89270.52,0,0
286,PAYMENT,11749.61,C1541427114,74270.2,62520.59,M576037385,0.0,0.0,0,0
38,CASH_OUT,268770.05,C1743200258,30777.0,0.0,C1092067072,14092.0,282862.05,0,0
164,CASH_OUT,7995.51,C576168041,49978.0,41982.49,C2088935074,240539.71,248535.22,0,0
307,CASH_IN,34709.11,C843368279,4476856.4,4511565.51,C372218175,324997.84,290288.73,0,0
373,TRANSFER,644026.1,C242091273,0.0,0.0,C1142283426,1081481.57,1725507.67,0,0
143,PAYMENT,3079.21,C457630035,589663.0,586583.79,M876862715,0.0,0.0,0,0
37,CASH_IN,127205.76,C1636793500,4613562.77,4740768.53,C1204941137,1878703.01,1751497.25,0,0
